#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_I 7843.605020039247 All 0.7012935568896232 0.5648264037164612 6.288522224286822 0.2361760233075351
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_U 3615.819379618493 All -0.5446827909776348 1.101661049921887 4.682845257817501 0.7452422284105928
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_V 5359.3027417126905 All 0.3980783687727856 -0.7172142409876252 -1.67528708452607 -0.4380478633030887
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_B 4351.139592655715 All 0.3341467989847917 -0.8578178537077159 -4.326499135226847 -0.5813338873676175
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_R 6505.929004613278 All 0.366585937158873 0.43042875370356093 2.0107355282442807 0.1105255973661741
Check All|All|All All All 1.2554218708284384 0.5218841126465681 6.980316790595687 0.07256209841359576
