#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4143.151762063939     All      -0.48863537284672753       0.4332503807905397        -0.5373997086918658        0.27630683828875624       
Zeropoint     AB|DECam|DECam_i          5033.411901313428     All      0.7944883190433982         0.33702117179039703       0.3109869046992231         -0.13513418283687545      
Zeropoint     AB|DECam|DECam_g          3117.3214288227355    All      -0.4306942887519294        0.09643630499702738       -0.17233469315979244       0.1640132706143535        
Zeropoint     AB|DECam|DECam_z          5898.418462221748     All      1.11167066868692           0.13257323551663092       0.39975266692627853        -0.3010851198050127       
Check         All|All|All               All                   All      0.9868293261316612         0.999281093094595         0.0010051697738433507      0.004100806261221612      
Lambda        AB|DECam|DECam_r          4143.151762063939     All      -0.00025843041332887094    0.00019922411973155517    -0.0005026124219520103     0.000126643853828339      
Lambda        AB|DECam|DECam_i          5033.411901313428     All      -0.00027059862713071193    -9.660008312312144e-05    -0.0013566648417984973     -3.864670787883921e-06    
Lambda        AB|DECam|DECam_g          3117.3214288227355    All      -0.0008726980862041756     0.00016207969710267225    -0.00048816800965566785    0.00031527647100456724    
Lambda        AB|DECam|DECam_z          5898.418462221748     All      -0.00037918369541237754    -4.136903416326389e-05    -0.00014582089072041839    0.00010353003231935386    
MWEBV         All|All|All               All                   All      -0.43019143378161684       -2.176247450308111        0.2149631798449514         -0.5591550686930735       
Redshift      All|All|All               All                   All      5.408909103210664          0.6833632206845408        8.653317404581895          -1.1531079472633237       
