#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
58422.34052  18.073  0.056
58422.3424  17.99  0.062
58425.1027  18.259  0.046
58425.10459  18.226  0.046
58427.17567  18.223  0.04
58427.17756  18.186  0.04
58428.19707  18.36  0.04
58428.19896  18.309  0.039
58433.96119  18.757  0.065
58433.9629  18.733  0.071
58436.88882  18.749  0.043
58436.89052  18.803  0.063
58439.00365  18.956  0.054
58449.17392  19.702  0.061
58449.17582  19.889  0.067
58450.16874  20.038  0.085
58453.21393  19.158  0.074
58453.21564  19.678  0.066
58454.94988  20.072  0.062
58457.02772  19.913  0.075
58457.0296  19.945  0.094
58464.21923  20.444  0.076
58493.05822  20.699  0.088
58493.06007  20.471  0.076
