Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54003.627959668804 0.10330316698364046
Redshift 0.1046709 0 F
Color -0.031540172358955024 0.013065709715922543
X0 0.00030685961505229467 4.644372920465869e-06
X1 -1.2871838112990681 0.08606686364281022
RestFrameMag_0_UX 19.058295618116926 0.0
RestFrameMag_0_B 19.42639338092745 0.016432803734335307
RestFrameMag_0_V 19.44658099854685 0.0
RestFrameMag_0_R 19.452591455986653 0.0
CovDayMaxDayMax 0.010671544308849904 -1
CovDayMaxRestFrameMag_0_B 0.00028390532324041077 -1
CovDayMaxX1 -0.0004306602141184255 -1
CovDayMaxColor 4.264240009939841e-05 -1
CovRestFrameMag_0_BDayMax 0.0002839053232404121 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0002700370385711844 -1
CovRestFrameMag_0_BX1 0.0004766873701715333 -1
CovRestFrameMag_0_BColor 0.00014963779658796794 -1
CovX1DayMax -0.0004306602141184218 -1
CovX1RestFrameMag_0_B 0.00047668737017153334 -1
CovX1X1 0.0074075050173100865 -1
CovX1Color 0.00013750440754175898 -1
CovColorDayMax 4.264240009939894e-05 -1
CovColorRestFrameMag_0_B 0.00014963779658796797 -1
CovColorX1 0.00013750440754175898 -1
CovColorColor 0.00017071277038075274 -1

dmu_estimate 0.033379478735347766
FirstPhase  -12.94980674226549
LastPhase  44.924001647185925
LatestNegPhase  -3.011221413370113
EarliestPosPhase  1.5303900294608352
NightsNegPhase  7
NightsPosPhase  26

salt3source   1
salt2_version   salt3-f22
