#Format:      
#Parameter    MagSys|Instrument|Band           RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r    6040.774518687103    All      1.1707249966109239         0.059686824921456605       -1.1805037181163325       -0.4145821436714674       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g    4582.525213378854    All      -1.052368055256029         1.0476094117097823         0.07346607631468771       0.6873102017657732        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i    7330.337630533935    All      0.8850267217919499         -0.10445853542888628       1.1327915247419273        -0.2717566183489225       
Check         All|All|All                      All                  All      1.0033836631468447         1.0028377012023526         0.02575388294028258       0.0009714397453832735     
Lambda        Linear_AB11_off|LCOGT|LCOGT_r    6040.774518687103    All      -0.00026223535038659836    -8.386956568424072e-05     -0.0009307434478825648    1.6564798808614408e-05    
Lambda        Linear_AB11_off|LCOGT|LCOGT_g    4582.525213378854    All      -0.00021818825444900862    3.890335207029967e-05      -0.0007328769660149965    5.103826129487093e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_i    7330.337630533935    All      -0.00024988092492501403    -2.3948540548188958e-05    -0.0007413121517278134    4.05122539381481e-05      
MWEBV         All|All|All                      All                  All      -0.7750335902402257        -3.982338473042457         0.15585449505670645       -1.0377696472245808       
Redshift      All|All|All                      All                  All      7.648298595599588          -0.735257018369051         3.901147272518446         -2.5567095888057367       
