#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
58252.86633  17.205  0.01
58252.86913  17.204  0.01
58254.10451  17.086  0.01
58254.10731  16.974  0.01
58256.09709  16.924  0.01
58256.09429  16.921  0.01
58259.09348  16.752  0.01
58259.09629  16.636  0.01
58264.18261  16.713  0.01
58264.18543  16.775  0.01
58264.12567  16.666  0.01
58264.12848  16.675  0.011
58267.38027  16.86  0.013
58267.3831  16.601  0.01
58269.37912  16.836  0.01
58269.38194  16.842  0.01
58273.15744  17.093  0.01
58273.16025  17.106  0.01
58277.14944  17.421  0.01
58277.14663  17.419  0.01
58282.78774  17.902  0.012
58282.78493  17.919  0.013
58287.30485  18.286  0.012
58287.30766  18.273  0.011
58291.10059  18.638  0.026
58291.09779  18.637  0.025
58306.95452  19.545  0.086
58306.95733  19.601  0.072
58310.97883  19.561  0.039
58310.98164  19.654  0.035
58310.74618  19.588  0.05
58323.7475  19.921  0.17
58324.99615  19.736  0.117
58331.35275  19.895  0.054
58350.15928  20.211  0.188
