Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54023.45911676141 0.2382797009744364
Redshift 0.148743 0 F
Color 0.0893306945658158 0.02276915432839606
X0 0.00012645883943229123 3.4871892639178554e-06
X1 -0.8064427605333533 0.21319749510489547
RestFrameMag_0_UX 20.143005606491414 0.0
RestFrameMag_0_B 20.388371539840545 0.029939920796969385
RestFrameMag_0_V 20.281633727819322 0.0
RestFrameMag_0_R 20.22886446160097 0.0
CovDayMaxDayMax 0.05677721589646682 -1
CovDayMaxRestFrameMag_0_B 0.002712800815677533 -1
CovDayMaxX1 0.013332820322339362 -1
CovDayMaxColor 0.0010303418856988983 -1
CovRestFrameMag_0_BDayMax 0.002712800815677529 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0008963988573287998 -1
CovRestFrameMag_0_BX1 0.0035110786371824847 -1
CovRestFrameMag_0_BColor 0.0005028510560723709 -1
CovX1DayMax 0.01333282032233938 -1
CovX1RestFrameMag_0_B 0.0035110786371824877 -1
CovX1X1 0.045453171919001924 -1
CovX1Color 0.0014101068316376816 -1
CovColorDayMax 0.001030341885698901 -1
CovColorRestFrameMag_0_B 0.0005028510560723709 -1
CovColorX1 0.0014101068316376792 -1
CovColorColor 0.000518434388830317 -1

dmu_estimate 0.057654818619349256
FirstPhase  -13.24568485850437
LastPhase  33.7394249528267
LatestNegPhase  -1.0189605172045422
EarliestPosPhase  4.149557593464871
NightsNegPhase  5
NightsPosPhase  11

salt3source   1
salt2_version   salt3-f22
