#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          5170.6533990557955    All      0.16695798182101745        0.5616895118796705         -0.20738992902157305       0.11932218559696992       
Zeropoint     AB|DECam|DECam_g          3890.417143170774     All      -0.7106230604317638        0.4850168877021943         -0.1984844165645816        0.380601818587821         
Zeropoint     AB|DECam|DECam_i          6281.698052839158     All      1.0066587398556015         -0.01849766664552277       -0.16360404648134708       -0.3412280654296641       
Zeropoint     AB|DECam|DECam_z          7361.226240852741     All      0.5323917727853811         -0.028976636695965396      0.5670113651604858         -0.15755304640207163      
Check         All|All|All               All                   All      0.9953854340302362         0.9992320962403767         -0.0024670269070159456     0.0011428923530551471     
Lambda        AB|DECam|DECam_r          5170.6533990557955    All      -0.00013894695726523177    4.240279654900422e-05      -0.0014526596396909096     -5.753946848019107e-06    
Lambda        AB|DECam|DECam_g          3890.417143170774     All      -0.0008860099666319671     0.0005539823933556218      -0.0005772200114331756     0.0004432942079548026     
Lambda        AB|DECam|DECam_i          6281.698052839158     All      -0.000319565998183362      -4.152592104688484e-05     -0.0007669691279171584     5.634049075303794e-05     
Lambda        AB|DECam|DECam_z          7361.226240852741     All      -0.000102842801214063      -2.6412965439527003e-05    -0.00047700728693861897    3.6090675778323152e-06    
MWEBV         All|All|All               All                   All      -0.46793909404491085       -3.0798517252048185        0.06064897735049701        -0.8480793880335146       
Redshift      All|All|All               All                   All      4.208111429236175          0.4086242224902392         -1.4883108363042519        -1.3040344597132307       
