#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            6719.936388256252    All      0.19531488161979543        0.02941562345419868        0.2565479792492331        -0.04259028827636867      
Zeropoint     AB|SDSS|SDSS_i            5652.151004161933    All      1.297690200424291          0.13666509178626995        -0.32088535389631634      -0.3925037140461943       
Zeropoint     AB|SDSS|SDSS_r            4660.89596908287     All      0.4447643309328181         0.4657831014633018         0.14780119214299337       0.01344219343780907       
Zeropoint     AB|SDSS|SDSS_g            3566.918344001266    All      -0.9428219189447224        0.366806867322822          -0.08212118756492082      0.42292448976258973       
Check         All|All|All               All                  All      0.994947494032182          0.9986706840265924         0.0013426299309893253     0.00127268087783583       
Lambda        AB|SDSS|SDSS_z            6719.936388256252    All      -0.00010640126465056931    -1.6719417601322317e-05    -0.0001731617096597689    2.1484916229921387e-05    
Lambda        AB|SDSS|SDSS_i            5652.151004161933    All      -0.0003379952429573061     -7.973591062847316e-05     -0.0005250249737304868    6.069410779405741e-05     
Lambda        AB|SDSS|SDSS_r            4660.89596908287     All      -0.00037752921475243354    -0.000237102741048607      -0.00207281038052798      -4.675848483013246e-05    
Lambda        AB|SDSS|SDSS_g            3566.918344001266    All      -0.002260396476087217      0.0004811676808509517      -0.002137922082364807     0.0007976119972814952     
MWEBV         All|All|All               All                  All      -0.5241585511404696        -2.769309539580078         0.1596837644586513        -0.7241935872015549       
Redshift      All|All|All               All                  All      10.138088147960428         1.0554788122808745         8.132033922265446         -2.595609344732634        
