#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7343.210601326883     All      0.08980609498578518        0.0048213622157788905      0.08889064889000901        -0.023715541977874614     
Zeropoint     AB|SDSS|SDSS_r            5093.194148632753     All      0.7271993572600692         0.30099702073247414        -0.549583539221052         -0.16335351185696395      
Zeropoint     AB|SDSS|SDSS_g            3897.7500804191573    All      -1.029720657101995         0.5898456072131353         0.049232549169117894       0.529743036987394         
Zeropoint     AB|SDSS|SDSS_i            6176.388104892814     All      1.2109802354657326         0.1034230231105937         0.4164759801344014         -0.34218241142564365      
Check         All|All|All               All                   All      0.9982650306095922         0.999087013271982          0.005015638972476366       0.000491571726911777      
Lambda        AB|SDSS|SDSS_z            7343.210601326883     All      -2.3215567046144273e-05    -1.2222315737599376e-06    -2.143769054693183e-05     6.207287253242566e-06     
Lambda        AB|SDSS|SDSS_r            5093.194148632753     All      -7.293375623252806e-05     -1.828645009022599e-05     -0.0006537837833043994     -1.137494207504908e-05    
Lambda        AB|SDSS|SDSS_g            3897.7500804191573    All      -0.001012700015004661      0.00045520610236074894     -0.001627817122361209      0.0004055033132253825     
Lambda        AB|SDSS|SDSS_i            6176.388104892814     All      -0.0002755852201289798     -2.905071358805156e-05     -0.00014928345469128078    7.364256457596833e-05     
MWEBV         All|All|All               All                   All      -0.5739242359905035        -3.1746494351487797        0.11680160788226811        -0.8419294393740735       
Redshift      All|All|All               All                   All      5.558056139493831          0.5720019750981464         -2.9193498719975515        -1.7543990543515797       
