#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4770.946649800768    All      1.149583325698248          0.28925149540128814       0.8296804808485492        -0.2432135519285696       
Zeropoint     AB|MEGACAMPSF|r           3382.122845743658    All      -1.5446684523426808        -0.03726799886205612      0.0734428326045089        0.4942873360089389        
Zeropoint     AB|MEGACAMPSF|i           4135.974341053716    All      1.3949089574058982         0.7470030312987319        -0.893267070438708        -0.2509066823313581       
Check         All|All|All               All                  All      0.9998238307614655         0.9989865278379639        0.009856243014350063      0.00016710174901118924    
Lambda        AB|MEGACAMPSF|z           4770.946649800768    All      -0.00027074255759507545    -7.688887648733266e-05    -0.0006099475140897612    3.592536536724609e-05     
Lambda        AB|MEGACAMPSF|r           3382.122845743658    All      -0.0034844044260301816     -0.0002650738963879302    -0.004136648675410719     0.000864042234889571      
Lambda        AB|MEGACAMPSF|i           4135.974341053716    All      -9.87358237759093e-05      8.259662495733003e-05     -0.0021902744316476064    -3.867594410504325e-05    
MWEBV         All|All|All               All                  All      -0.40745957367824825       -1.7053774976576008       0.17133828946722662       -0.4151285271408282       
Redshift      All|All|All               All                  All      3.840859890522988          0.19044550430731277       11.416785892799707        -0.6795813416619267       
