#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          5452.862893089547     All      0.8182584645048435         0.30313996119435416        0.4177906346775839         -0.1491469662409317        
Zeropoint     AB|DECam|DECam_r          4488.4144089026       All      -0.13736908218119936       0.5495150837852236         0.5751882379650741         0.2494087799894587         
Zeropoint     AB|DECam|DECam_z          6389.953334073561     All      0.7439694205166976         -0.0009769780842106002     -0.6638911953284032        -0.27227996493840373       
Zeropoint     AB|DECam|DECam_g          3377.0982145579637    All      -0.4312464677423016        0.1465689783152868         -0.3294722721080334        0.17351066605172244        
Check         All|All|All               All                   All      0.99361233509804           0.998247045210654          -0.0003845947937786143     0.0014925148618457063      
Lambda        AB|DECam|DECam_i          5452.862893089547     All      0.00014227293940174008     5.7971607910612296e-05     -0.00021534372135363733    -3.70695183441616e-05      
Lambda        AB|DECam|DECam_r          4488.4144089026       All      -0.0001995907013392549     -0.00017829594483696632    -0.001399744246831181      -5.5527754173805626e-05    
Lambda        AB|DECam|DECam_z          6389.953334073561     All      -0.00010796743222058138    -1.3225888430390555e-06    -2.644926332977876e-08     3.473655369005412e-05      
Lambda        AB|DECam|DECam_g          3377.0982145579637    All      -0.0009118444305462974     0.00022956680240051255     -0.0015244132158136322     0.0003037676294398509      
MWEBV         All|All|All               All                   All      -0.48120424139085993       -2.4633082849563337        -0.0790463338209979        -0.6491639711071501        
Redshift      All|All|All               All                   All      2.8176148371687675         0.6283480718314749         -2.32626576179632          -0.8169267670043612        
