#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          5452.862893089547     All      0.8310986221402534         0.26815818154197757        0.4774486959708434        -0.16206187923461574       
Zeropoint     AB|DECam|DECam_r          4488.4144089026       All      0.008567744507297803       0.545744511202173          0.845553365226            0.2127093087071131         
Zeropoint     AB|DECam|DECam_z          6389.953334073561     All      0.7305573422659964         0.014120557413832557       -0.7764534975435824       -0.2680165843699136        
Zeropoint     AB|DECam|DECam_g          3377.0982145579637    All      -0.5785918343822228        0.17100376262817463        -0.5457297602254164       0.21981453415619395        
Check         All|All|All               All                   All      0.9916318745313248         0.9990270127861578         0.0008188034278445722     0.002445379258777719       
Lambda        AB|DECam|DECam_i          5452.862893089547     All      0.0001482343422340451      3.8270714439242736e-05     -0.0002835702304840574    -4.8473208264207896e-05    
Lambda        AB|DECam|DECam_r          4488.4144089026       All      -0.00022922924223477018    -0.00022422548128872083    -0.0017401594494937133    -7.602543440866104e-05     
Lambda        AB|DECam|DECam_z          6389.953334073561     All      -0.00025508989586549877    -2.60863203326422e-05      -0.0004944951166495162    5.2526952622759896e-05     
Lambda        AB|DECam|DECam_g          3377.0982145579637    All      -0.0009883888673817023     0.00023310715252390697     -0.001416445599757058     0.0003346719780908444      
MWEBV         All|All|All               All                   All      -0.5105729549833073        -2.465918788495891         -0.14685078082284556      -0.6434737428290924        
Redshift      All|All|All               All                   All      3.0571301066480676         0.854164096165988          -1.7625326074604122       -0.7962322402945134        
