#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5163.408997221349    All      -1.9241673832587975       1.903022115149433          0.1734287733806017        1.2543808600525646         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6183.187379513186    All      2.920558166858469         -0.8981412710513226        -0.1640863704309048       -1.2511984594979888        
Check         All|All|All                            All                  All      0.9963907835996715        1.0048808440981105         0.009342402949696904      0.0031824005545757483      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5163.408997221349    All      -0.0005292771035477793    0.00014347711882746863     -0.0019219998506269868    0.00013336815727666148     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6183.187379513186    All      0.00027188473233907183    -0.00011105228497262175    -0.0002519990136952385    -0.00013598074338369424    
MWEBV         All|All|All                            All                  All      -0.5047115627258374       -2.9377967597108423        -0.008339735264506487     -0.7929080588652256        
Redshift      All|All|All                            All                  All      8.217537528074988         -1.92628251186715          2.672877370690596         -3.1848976678037544        
