#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5163.408997221349    All      -2.101204428477245        1.8442158424656796        -0.6678698609913408       1.255349218236844         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6183.187379513186    All      3.0991485381647164        -0.8400177279670018       0.6740725068192207        -1.2530352875236108       
Check         All|All|All                            All                  All      0.9979441096874716        1.0041981144986778        0.006202645827879882      0.002313930713233159      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5163.408997221349    All      -0.0005317454873284757    2.7194803391995756e-05    -0.002245383753859336     8.186407701685419e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6183.187379513186    All      -0.0006313626335349313    3.421289659055264e-05     -0.0016577633468822333    0.00014282148260671596    
MWEBV         All|All|All                            All                  All      -0.5072543929652027       -2.937856063550015        -0.015607256040993289     -0.7924234086848302       
Redshift      All|All|All                            All                  All      8.52409615094225          -0.8970772181379871       7.354231827268132         -2.740600524021011        
