#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4037.7489222284476    All      -1.1775581117234262        0.46409467617287703        -0.040498913253861346     0.5329330412965877        
Zeropoint     AB|MEGACAMPSF|g           3169.247916877532     All      -0.3925455452767243        0.06187736809515343        0.05501387789919043       0.15047550965604783       
Zeropoint     AB|MEGACAMPSF|z           5687.310305493441     All      0.767388872532605          0.02309144008538766        -0.16000722221866104      -0.24958254784728795      
Zeropoint     AB|MEGACAMPSF|i           4928.889983596319     All      1.7878522242937216         0.450958662056955          0.1474359038857176        -0.4288908284704962       
Check         All|All|All               All                   All      0.9851374398261761         1.0000221464103731         0.0019436463123856385     0.00493517463485138       
Lambda        AB|MEGACAMPSF|r           4037.7489222284476    All      -0.0009510087277452466     0.0003131810361898841      -0.0005564870641920266    0.0003869547348992909     
Lambda        AB|MEGACAMPSF|g           3169.247916877532     All      -0.0011634210663742893     0.000161180118993651       -7.830413716862305e-05    0.00042797183015499637    
Lambda        AB|MEGACAMPSF|z           5687.310305493441     All      -3.6140081938008065e-05    2.9633359543260796e-06     9.353054301825462e-06     1.3154653528235907e-05    
Lambda        AB|MEGACAMPSF|i           4928.889983596319     All      -7.874359889990709e-05     -0.00013665679072284346    -0.0015720840006242613    -8.901912049135512e-05    
MWEBV         All|All|All               All                   All      -0.3106574333830421        -2.235708206581677         0.06424859449362108       -0.6241852494309474       
Redshift      All|All|All               All                   All      3.8928140425768367         0.45918036361261017        3.360062592630475         -0.9685032911315478       
