#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_r
@MAGSYS  Linear_AB11_off
53983.14  16.854  0.015
53986.21  16.317  0.009
53988.08  16.112  0.006
53991.17  15.918  0.006
53994.24  15.829  0.008
53998.19  15.843  0.006
54001.13  15.934  0.006
54003.15  16.015  0.009
54007.18  16.292  0.01
54008.14  16.35  0.01
54012.04  16.47  0.006
54013.12  16.498  0.006
54017.28  16.553  0.016
54029.2  17.017  0.007
54033.2  17.282  0.011
54039.18  17.547  0.01
54044.13  17.675  0.017
54046.08  17.759  0.011
54052.11  17.957  0.013
54060.05  18.172  0.014
54066.12  18.354  0.013
54076.06  18.619  0.015
54091.06  19.035  0.018
54099.04  19.321  0.033
54023.21  16.814  0.012
54024.09  16.754  0.017
