#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
53986.21  16.425  0.009
53988.08  16.245  0.007
53991.17  16.052  0.007
53994.24  16.033  0.006
53998.19  16.171  0.006
54001.13  16.337  0.009
54003.15  16.461  0.008
54007.18  16.803  0.009
54008.14  16.897  0.009
54012.04  17.297  0.013
54013.12  17.416  0.012
54017.28  17.808  0.021
54025.17  18.448  0.015
54029.2  18.703  0.015
54039.18  19.068  0.024
54044.13  19.076  0.076
54046.08  19.206  0.025
54052.11  19.321  0.023
54060.05  19.393  0.024
54066.12  19.466  0.025
54091.06  19.728  0.03
54023.21  18.329  0.011
54024.09  18.371  0.008
