#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7478.352012943994     All      0.23028020388931703        -0.03411280748624179       0.019952694733467738       -0.08523110495018689       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6116.49524820782      All      0.7165066406422862         -0.03630935753307085       -0.023062759758259548      -0.2462461225609898        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5345.479657633724     All      0.22526998347399635        0.0747888070096181         -0.08038907186270858       -0.052604064921683825      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3534.8686242488147    All      -0.2090412094692964        0.09098430952381165        -0.016823519541631665      0.09697742567293308        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7504.469671465973     All      0.15774719591203207        -0.017625032455725886      0.07162124681498187        -0.053928377053454546      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6159.672440454961     All      0.4055567502644572         -0.01609950840659735       0.06394705360675136        -0.1344936522237556        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4725.15760172541      All      -0.2921565037186643        0.38541578464430515        0.08728647243379341        0.22460278015843624        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4322.394509674984     All      -0.1907928185244435        0.1083178978610988         -0.0994416685232825        0.0929925758299194         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4325.457943000884     All      -0.40692281093694344       0.2624583831286387         -0.09645274016186554       0.21373523409231485        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5283.894929716945     All      0.3583017221419965         0.17945798283900416        0.07400147054014451        -0.05495294392149595       
Check         All|All|All                                All                   All      0.994749153674738          0.9972764591248406         0.0006391782813910674      0.0008517501220368789      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7478.352012943994     All      -4.605529348815508e-05     -1.0079733515229106e-05    -0.00015160753176625386    4.952875609429706e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6116.49524820782      All      -0.00011979544900209001    -1.8383879203767492e-05    -0.00029620330027349865    1.9814891746206256e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5345.479657633724     All      7.580932350767538e-05      1.2638311778576995e-05     -0.0002005072815078862     -2.9524595861784624e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3534.8686242488147    All      -0.0003724166106972378     0.00011320073326515091     -0.0002395106652588686     0.00014749328430681556     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7504.469671465973     All      -4.1886895953042746e-05    2.912152197347065e-06      -3.647141110835148e-05     1.2964972256855264e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6159.672440454961     All      -8.314217912783883e-05     -4.478317829777784e-07     -5.586677028107682e-05     2.4443192122590728e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4725.15760172541      All      -0.00011706041288963473    -8.870820000096756e-05     -0.0009032151601726215     -3.1071095783381756e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4322.394509674984     All      -0.00010190352979879806    4.504325696401818e-05      -0.00011712780012754621    4.263852708317343e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4325.457943000884     All      -0.00022113012313658583    6.167105224883876e-05      -0.0004211169915599328     7.332512949241491e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5283.894929716945     All      9.166121077331151e-05      6.177479221054138e-06      -0.000500202774052842      -5.0166616155536403e-05    
MWEBV         All|All|All                                All                   All      -0.9948109951432387        -3.961924869268252         0.010144978002359984       -0.9660338801754691        
Redshift      All|All|All                                All                   All      6.035089306587829          0.615234830617517          5.975865210759597          -1.4987494925394944        
