#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                    dc/dP                     
Zeropoint     AB|DECam|DECam_g          3498.5765675996167    All      -0.4934940555214281        0.26275095441246066        0.4949056639792615       0.2684192462211882        
Zeropoint     AB|DECam|DECam_z          6619.807770551026     All      1.203061401310779          0.09596951263173281        2.7626105847016413       -0.2373336282003001       
Zeropoint     AB|DECam|DECam_r          4649.8681646185205    All      -0.00010972140904474958    0.5473567691751668         0.2677434395104483       0.19027600710004658       
Zeropoint     AB|DECam|DECam_i          5649.009040322983     All      0.28387427020140976        0.09143214648332787        -3.518263886799289       -0.2196886893190829       
Check         All|All|All               All                   All      0.9933318945817158         0.9975093827026882         0.006995801392062351     0.001672935801851766      
Lambda        AB|DECam|DECam_g          3498.5765675996167    All      -0.0005486962876484441     0.00036698500034411564     0.0014244716220580846    0.00036183514664967994    
Lambda        AB|DECam|DECam_z          6619.807770551026     All      -0.0005490356226437851     -4.445578892373069e-05     -0.001564150096915258    9.4557417082301e-05       
Lambda        AB|DECam|DECam_r          4649.8681646185205    All      -0.00023553441360485712    -0.00019602264734877413    -0.001692624384806982    -6.266377018321616e-05    
Lambda        AB|DECam|DECam_i          5649.009040322983     All      -0.00018366061049465818    -3.8756447214930256e-05    6.54616048332715e-05     5.0121303955011764e-05    
MWEBV         All|All|All               All                   All      -0.49261832604859235       -2.5963259076315026        0.02660406503435242      -0.6840595520108156       
Redshift      All|All|All               All                   All      3.5794252049401174         0.09629171545828541        -8.570022428669244       -1.5170119095145012       
