#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5199.726104776278     All      0.9634025551225829        0.14368145376444375        0.09174272071874601        -0.2629160744689482        
Zeropoint     AB|MEGACAMPSF|i           4514.306337372294     All      2.5576668396954454        0.7294459388024421         0.8010685105290571         -0.559763685651636         
Zeropoint     AB|MEGACAMPSF|r           3691.9663448132487    All      -2.519081210505416        0.12710560326638642        -0.8894580578417632        0.8222576742174206         
Check         All|All|All               All                   All      1.001988184312612         1.0002329958332723         0.003353173406039911       -0.00042208590316361594    
Lambda        AB|MEGACAMPSF|z           5199.726104776278     All      0.00013435369804772832    1.033757036292747e-05      -0.00023238328982054705    -5.076633172319733e-05     
Lambda        AB|MEGACAMPSF|i           4514.306337372294     All      -0.000542459430346373     -0.00037452949724545604    -0.003142130750479423      -8.551856016767558e-05     
Lambda        AB|MEGACAMPSF|r           3691.9663448132487    All      -0.0043066016809312005    2.4903589348782845e-05     -0.002474216646092662      0.0013005008435717552      
MWEBV         All|All|All               All                   All      -0.1918947077494786       -1.9579282929782948        -0.0163528877425545        -0.5759849937620672        
Redshift      All|All|All               All                   All      11.71188130628201         1.9479728639710814         6.721444245872132          -2.880479016490699         
