#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_g          3105.3776685590474    All      -0.32172219989689          0.10473580419230188        0.2611981559415666         0.15056747604338325        
Zeropoint     AB|DECam|DECam_r          4127.277617381702     All      -0.8961934043771732        0.3724115403514361         -1.956911518192661         0.32589839307368557        
Zeropoint     AB|DECam|DECam_z          5875.819157768792     All      1.271151832292186          0.1137365735813134         -0.10213904134385166       -0.3815662239006451        
Zeropoint     AB|DECam|DECam_i          5014.126798243262     All      0.933744986190961          0.40979730078660737        1.8137161460015983         -0.08972917700395266       
Check         All|All|All               All                   All      0.986981214209084          1.0006812189116587         0.015863742406652115       0.005170468212471024       
Lambda        AB|DECam|DECam_g          3105.3776685590474    All      -0.0007040387188965898     0.0002172045702041905      0.0004648650698317         0.00032082404028264597     
Lambda        AB|DECam|DECam_r          4127.277617381702     All      -0.00042479972504018827    0.00021561879841993043     -0.0008784553228313949     0.00016940395577596666     
Lambda        AB|DECam|DECam_z          5875.819157768792     All      -0.0003546256196720868     -2.914530511287429e-05     -2.0025937949513318e-05    0.00010512598080134503     
Lambda        AB|DECam|DECam_i          5014.126798243262     All      -0.00024329880298376406    -0.00010032906264906822    -0.0011382477801164925     -4.2248226518774015e-06    
MWEBV         All|All|All               All                   All      -0.3181373778862142        -2.1618396675773255        0.44217626943572896        -0.5808221956932952        
Redshift      All|All|All               All                   All      4.256904773965214          0.4188859600633421         4.806348939058191          -1.0356837163683712        
