#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_g          3105.3776685590474    All      -0.2389253547490945        0.09780723451182638        0.3496817358949291        0.12528957233828214        
Zeropoint     AB|DECam|DECam_r          4127.277617381702     All      -0.9069237114456434        0.3917070255218036         -1.8253600524431528       0.3415493191474708         
Zeropoint     AB|DECam|DECam_z          5875.819157768792     All      1.2618689715991251         0.09671159274518004        -0.33261451753218246      -0.3943731491061414        
Zeropoint     AB|DECam|DECam_i          5014.126798243262     All      0.8701351461609604         0.41429902174847655        1.8181437030484353        -0.06734541924913622       
Check         All|All|All               All                   All      0.9861550515653474         1.0005248745272866         0.009850868968029225      0.005120323130475293       
Lambda        AB|DECam|DECam_g          3105.3776685590474    All      -0.0006746213668940839     0.00026425967756199407     0.0008338641687558638     0.0003430359725002057      
Lambda        AB|DECam|DECam_r          4127.277617381702     All      -0.0005904139993761252     0.0002400192416283274      -0.0012637692204383662    0.00021410321101120408     
Lambda        AB|DECam|DECam_z          5875.819157768792     All      -0.00025807379436287967    -2.3292921348241405e-06    0.0003863171572011622     0.0001005439585552491      
Lambda        AB|DECam|DECam_i          5014.126798243262     All      -0.00020068154506752077    -8.898480073421978e-05     -0.0011619467860063018    -1.5469044087805327e-05    
MWEBV         All|All|All               All                   All      -0.3184522994851744        -2.165609223164111         0.3597021704835821        -0.5856279238836111        
Redshift      All|All|All               All                   All      4.330762286872313          0.2644417733769444         6.685870580461693         -1.0261746723036211        
