#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4360.359063872721     All      -0.5219501792766634        0.3932928287837534         -0.07323139137218941       0.29485677766854296        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6215.284163708402     All      0.7126415822199303         -0.10123818778833282       0.020453075746832586       -0.2641946901078004        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5393.740557584318     All      0.154735490029454          0.2977311089433776         0.04631059881660674        0.04864500682469016        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4361.418631426251     All      -0.48860880765290476       0.3866541475573193         0.005526369136503138       0.28534855628075734        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7572.222704531898     All      0.27549496717706523        -0.07878853273703967       0.04734880223343376        -0.11328883192447053       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6376.3166762208775    All      0.5918344036184037         -0.10136474865900524       0.02115231830756815        -0.22485383865448602       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7884.235787257593     All      0.18466833057889478        -0.05574539221528951       0.025672101250427785       -0.07716503091950348       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5374.456218937705     All      0.08728596252511447        0.2565013123764892         -0.0928851563559259        0.050973968544173576       
Check         All|All|All                                All                   All      0.9961017492192943         0.9970425362612723         0.000346717763256843       0.00032191771190363816     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4360.359063872721     All      -0.000470874277020058      0.0003239155823353252      -0.00018946583065900004    0.00025043421516452775     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6215.284163708402     All      8.949778491186138e-05      -3.7596371245778474e-05    -0.0002430669038735369     -5.22457074880503e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5393.740557584318     All      5.106002289823113e-05      0.0001693611489142832      -0.0004657864023497493     1.7748660877568863e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4361.418631426251     All      -0.0004345327068160103     0.00031674070879665666     -0.00011115975175230985    0.0002397539184438438      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7572.222704531898     All      -3.5300954847692275e-06    -7.836557440357548e-06     -6.829166989148972e-05     -4.4502999122874306e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6376.3166762208775    All      1.7759918039514407e-05     -3.6748605780200214e-05    -0.0002886012568391955     -3.063416808035323e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7884.235787257593     All      4.965839454352164e-05      -8.968204440845957e-06     5.3904707488398443e-05     -1.6691092527184692e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5374.456218937705     All      2.720826452783368e-05      0.00016594583718968972     -0.00041461862172726354    2.6688866933296722e-05     
MWEBV         All|All|All                                All                   All      -0.8386004553625837        -4.089043797475078         0.003960487434454965       -1.0585995945713271        
Redshift      All|All|All                                All                   All      4.216514682966013          -0.04028567973568542       -2.5016960456845534        -1.4982191273486913        
