#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7391.575173182024     All      0.6572571527175799         -0.4386044916828258        -0.9180623632422669       -0.39792709712201835       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4256.335696966697     All      -0.37310221472809146       0.27334428175669334        -0.4779775019690513       0.18923895072150645        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7696.144682819262     All      0.4486987375315084         -0.18493709234588263       -0.20480999402863187      -0.2155357651659002        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6067.008580088824     All      0.571322871309702          -0.28368261258742145       -1.095512722900116        -0.3273911162652897        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5246.239936059757     All      -0.44772713003269893       0.6141945856720232         1.9990532218336687        0.43511140296284523        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5265.064215843055     All      -0.1709428286097972        0.3504526735277347         -0.16005681739867939      0.16269306780257747        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4257.369986834887     All      -0.13276769033701696       0.052083305681094316       -0.2811236595184341       0.04766679305019082        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6224.1994034450845    All      0.513263549036911          0.45711235189578314        0.9648788487509385        0.024767819263111016       
Check         All|All|All                                All                   All      1.0660024468880964         0.8399630019171989         -0.17361098847257228      -0.08137594475297721       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7391.575173182024     All      5.0785094891400777e-05     -0.00016661352283573353    -0.0003125383174240729    -8.476103166587371e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4256.335696966697     All      -0.0005845375151659394     0.0003725759874837894      -0.0009573120299900929    0.0002690429167886274      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7696.144682819262     All      -0.0001752037317979288     6.98345715050249e-05       2.3499063366172572e-05    8.086569217723758e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6067.008580088824     All      3.839830727331405e-05      -3.042703748564054e-05     0.00018163960889101661    -1.431293757032095e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5246.239936059757     All      -0.00044976281360197207    0.000548658753736994       0.0019134994787502976     0.0004106094449276081      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5265.064215843055     All      -9.585869615119465e-05     0.0002355871156418824      -0.0005553763089322503    8.317891122780416e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4257.369986834887     All      -0.00017653035844004703    3.562332939513113e-05      -0.0006246683468155072    4.122935645649957e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6224.1994034450845    All      1.826820145683973e-05      -0.0001397080663277348     -9.327698783034279e-05    -5.5620591243430455e-05    
MWEBV         All|All|All                                All                   All      -0.6681784682137715        -4.083015577957294         -0.18978122753270377      -1.120793855998535         
Redshift      All|All|All                                All                   All      9.70733343587756           -4.125459228122441         -3.7733945086676712       -4.67418492237377          
