#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4022.220776820978    All      -2.951226805395175        0.47434089162923243       -0.3416629681380028       1.1005732476838765        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4816.613357229475    All      3.942553832933589         0.5281309590605687        0.34682559397041945       -1.096712627849861        
Check         All|All|All                            All                  All      0.9913270275384142        1.0024718506898012        0.005162625832416667      0.003860619834015644      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4022.220776820978    All      -0.0015993984940726506    0.00017713481721419452    -0.0012840178861876052    0.0005213755247163332     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4816.613357229475    All      -0.0003365924142822161    -0.0001392778676233198    -0.0012829365902030634    7.0202715964418795e-06    
MWEBV         All|All|All                            All                  All      -0.0650639582006245       -2.037604521561498        0.01721839462935871       -0.6417529782725249       
Redshift      All|All|All                            All                  All      2.543728024542353         -0.037361092277699015     2.9576865019279652        -0.7087576762397135       
