#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                    dc/dP                     
Zeropoint     AB|PS|PS_g                4578.934172208419    All      -0.9691145888604911        1.2153012690943044         -0.6447146263276817      0.6827654573771672        
Zeropoint     AB|PS|PS_i                7043.14633492118     All      0.6701033147578863         0.06993796074272751        -2.099990775046579       -0.289206544037961        
Zeropoint     AB|PS|PS_z                8094.293714601393    All      0.5924527956619224         -0.07920871375421967       1.1009658648744727       -0.16965120062812358      
Zeropoint     AB|PS|PS_r                5814.935553560483    All      0.7053788388432051         -0.19524023934138768       1.6312647868431593       -0.22056540794367424      
Check         All|All|All               All                  All      0.9988203604025226         1.0107902767414245         -0.012474749656628648    0.003342304767408405      
Lambda        AB|PS|PS_g                4578.934172208419    All      -0.00038734495245634125    0.0004254644146495078      -0.001311770185622212    0.0002062204728585036     
Lambda        AB|PS|PS_i                7043.14633492118     All      -0.0002946567385954127     -0.00022958469127812468    0.0006917503193011574    5.206574627411943e-05     
Lambda        AB|PS|PS_z                8094.293714601393    All      1.9740081949469343e-05     -0.00014517041718251523    0.0003418121517850855    -3.846326851382015e-05    
Lambda        AB|PS|PS_r                5814.935553560483    All      -0.0003741842469285872     0.0003319355210570121      -0.001789619129135369    0.0001501439567733074     
MWEBV         All|All|All               All                  All      -0.5745242983065251        -3.8232098382981583        0.14923079116040755      -1.0515442741376735       
Redshift      All|All|All               All                  All      2.6210718858771385         -0.21210217442142465       -0.6040016616913109      -0.9498118201792419       
