#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3893.0309954935024    All      -1.0069620015785785        0.5766364545271685         0.04498993235509528       0.5178378100450799        
Zeropoint     AB|SDSS|SDSS_i            6168.910226783795     All      1.2287524420448566         0.07603686205257532        0.18382553020322984       -0.3672740984867878       
Zeropoint     AB|SDSS|SDSS_z            7334.320027601103     All      0.11244583534331828        0.0073537868793494         0.15367127293055455       -0.027374294486150787     
Zeropoint     AB|SDSS|SDSS_r            5087.02771537399      All      0.6636179789018298         0.3386933029020156         -0.3811757846374866       -0.12284878126877846      
Check         All|All|All               All                   All      0.9978542547114259         0.9987204063611088         0.0013109508513931        0.0003406358033628265     
Lambda        AB|SDSS|SDSS_g            3893.0309954935024    All      -0.0010234173500024489     0.0005127003667229767      -0.0003904113207573341    0.000482941812958199      
Lambda        AB|SDSS|SDSS_i            6168.910226783795     All      -0.00021870219815604914    -4.731800028303757e-05     -0.0007734407361508946    2.1310363850273296e-05    
Lambda        AB|SDSS|SDSS_z            7334.320027601103     All      -2.1038485297215893e-05    -1.9905697747504626e-06    -3.975371909602527e-05    4.430506842446244e-06     
Lambda        AB|SDSS|SDSS_r            5087.02771537399      All      -0.00027382625128782704    -7.435504368787838e-05     -0.002663067433432479     -5.38661338046583e-05     
MWEBV         All|All|All               All                   All      -0.5709838462056469        -3.172353604911038         0.03533585062806495       -0.8457748362115134       
Redshift      All|All|All               All                   All      6.952025874130385          0.9697181692033041         10.395153197815333        -1.4847464875655962       
