#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            5793.433023488445     All      0.7798439056344559         0.0822022322813254         -1.7021311410790219       -0.30320313996122367      
Zeropoint     AB|SDSS|SDSS_g            3656.0775731234535    All      -1.0100206450009277        0.2973894825668566         -1.2090767355556586       0.37191094944516584       
Zeropoint     AB|SDSS|SDSS_z            6887.908932156699     All      0.23366676878012899        0.04413840347012865        0.6629062373957773        -0.032153163122729256     
Zeropoint     AB|SDSS|SDSS_r            4777.400427986735     All      0.9976501845858052         0.5745462542451563         2.2578891337642126        -0.03705964788760646      
Check         All|All|All               All                   All      1.0011402139994625         0.9982763725634669         0.009587494525309381      -0.0005050015263935448    
Lambda        AB|SDSS|SDSS_i            5793.433023488445     All      -0.0005628911759627216     -0.0001397841704287088     -0.0042015098428576335    -4.967421594054823e-05    
Lambda        AB|SDSS|SDSS_g            3656.0775731234535    All      -0.0030910423104478775     0.0005277008388348032      -0.00771332148517045      0.0008345335849558075     
Lambda        AB|SDSS|SDSS_z            6887.908932156699     All      -0.00010546519807226747    -5.785474827572098e-06     -0.0005404409955084223    8.351565752456519e-06     
Lambda        AB|SDSS|SDSS_r            4777.400427986735     All      -0.00031044717889147877    -2.6336616969033634e-06    -0.0006426579314040652    7.158611745674869e-05     
MWEBV         All|All|All               All                   All      -0.4630868285968779        -2.877958902066169         0.45520450162799264       -0.7662895950313539       
Redshift      All|All|All               All                   All      6.702209810160611          -1.344306933808781         7.184510234851604         -2.3004035315292257       
