#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5228.591830685826     All      0.18300066496982909        0.3655027776988895         -0.7481789045323711        0.026059154009161423       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5289.531991223412     All      0.2630662559792224         0.3233922658888666         0.4543009159293007         0.03992352944363467        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4675.702443691096     All      -0.3223893727584398        0.28264944239371204        -0.463701902212145         0.17638816109090816        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4280.186181893112     All      -0.32101409843914935       0.10130819926006396        0.006327219617401238       0.1378466211031913         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6095.203146590335     All      0.6012398599421969         -0.20422963796775662       0.6301083536569647         -0.23424907278793136       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7400.080955804793     All      0.2273112821097566         -0.02222957863882158       -0.009278785953897042      -0.08169773759747952       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6052.477861992851     All      0.628166469310845          0.06940768779024609        -0.5359208003917485        -0.20592180168542945       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7425.925257745139     All      0.20782771247621767        -0.16173977439244425       0.34462076634808536        -0.10500144686611539       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3497.8714484553707    All      -0.15117192590757333       0.0659690919484035         0.031181504487910815       0.07212146057681454        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4277.154811535694     All      -0.32120646459966884       0.17628699444838247        0.28399862694574934        0.1747235410226772         
Check         All|All|All                                All                   All      0.9948303830832362         0.9963174684295417         -0.006543006104749394      0.00019240830943151321     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5228.591830685826     All      1.2329958270519071e-05     0.000241725933997812       -0.0019072532194651056     -1.0390135289715495e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5289.531991223412     All      7.243439631150245e-05      0.00010634081620256622     -5.060134248917321e-05     8.786330934868744e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4675.702443691096     All      -0.00019487016715953798    -1.5993365573158067e-05    -0.0009164772559433406     1.7367888443694544e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4280.186181893112     All      -0.00020528422673932908    -1.6156299912343064e-05    -0.00015700283572386424    5.45988724211129e-05       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6095.203146590335     All      -0.0001534220784362642     7.147975860333598e-05      -0.0002899133453967098     6.0320426293241347e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7400.080955804793     All      -1.7834938724102762e-05    5.9221676610071926e-05     -0.000284643559636081      1.2397539955710616e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6052.477861992851     All      -9.124795970489736e-05     4.127505956152147e-05      -0.0007088458895066291     1.1534570815638644e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7425.925257745139     All      -9.34141621876614e-05      9.57982612536209e-05       -0.00021662164035674114    5.1965882316745525e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3497.8714484553707    All      -0.00043016835309728284    0.0001573980996565032      7.06468298756811e-05       0.0001945423675722327      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4277.154811535694     All      -0.00016960518094218403    4.2426113104783145e-05     0.0001043545298477876      7.372243147756159e-05      
MWEBV         All|All|All                                All                   All      -0.934811872896641         -3.937070899741091         0.06311163409609058        -0.9751181540629594        
Redshift      All|All|All                                All                   All      9.255631463753454          -2.181888228635298         19.842639853405608         -2.8400905643231873        
