#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4366.146974634097     All      3.1406451948747827        0.9372798116512371         -0.01391716254475206       -0.7183296529290478       
Zeropoint     AB|MEGACAMPSF|r           3570.4704561756184    All      -2.392948824014789        0.05910639813802021        1.2475869590268334         0.8543891320975522        
Zeropoint     AB|MEGACAMPSF|z           5029.222581705026     All      0.2631111052464289        0.0014949151996290766      -1.3321532237485945        -0.14466488003268968      
Check         All|All|All               All                   All      1.010807476106423         0.9978811249888864         -0.09848342726651316       -0.00860540086418532      
Lambda        AB|MEGACAMPSF|i           4366.146974634097     All      -0.0008842003559365178    -0.00038956918470190317    -0.0027739518507500947     3.732891455434907e-05     
Lambda        AB|MEGACAMPSF|r           3570.4704561756184    All      -0.0033876119083003225    -8.548420259887174e-05     -0.0023882887149074        0.000969033274188644      
Lambda        AB|MEGACAMPSF|z           5029.222581705026     All      -5.87153043257049e-05     -1.592291042552159e-05     -0.00026282584179389637    2.2101803174004913e-06    
MWEBV         All|All|All               All                   All      -0.3644339168378543       -1.8747095726482144        -0.08862889280590314       -0.49590156811881725      
Redshift      All|All|All               All                   All      11.434297039665699        1.9168813884281377         1.6612302231403864         -3.026002316178283        
