#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4366.146974634097     All      3.21083220428897          0.9990101399278473         1.3238599097012775        -0.6613854256456182       
Zeropoint     AB|MEGACAMPSF|r           3570.4704561756184    All      -2.3845632870871407       -0.004775585279759298      -0.629488365779155        0.7470839725392956        
Zeropoint     AB|MEGACAMPSF|z           5029.222581705026     All      0.17355584472107644       0.006317923397247682       -0.6877574029734511       -0.08516634707856403      
Check         All|All|All               All                   All      0.9998247619229056        1.0005524780453356         0.00661414094867141       0.0005321998151133628     
Lambda        AB|MEGACAMPSF|i           4366.146974634097     All      -0.0005515008026917466    -0.00022662154493390414    -0.0015978138605918322    3.4520768357251286e-05    
Lambda        AB|MEGACAMPSF|r           3570.4704561756184    All      -0.0040808442264906155    -9.259891569992688e-05     -0.00310491452680891      0.001160544632123084      
Lambda        AB|MEGACAMPSF|z           5029.222581705026     All      1.2837531412576506e-05    4.287101836931358e-07      -5.169931170957122e-05    -6.349064147587827e-06    
MWEBV         All|All|All               All                   All      -0.35162266313763135      -1.8721514002340456        -0.045193407695911875     -0.4973030078015486       
Redshift      All|All|All               All                   All      12.345806987109583        1.689945731271436          5.113506413109686         -3.242772272717303        
