#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           6567.356836296211    All      0.7656811090657379         -0.036541022354086294      0.29689249386581257       -0.24806119210430227      
Zeropoint     AB|MEGACAMPSF|r           4661.975886273968    All      -0.47597406868258507       0.7551470332211707         0.4676922899696409        0.42188760443960804       
Zeropoint     AB|MEGACAMPSF|g           3653.880180243921    All      -0.5409217134961333        0.22599083355352434        -0.20282865901114053      0.24075733575411448       
Zeropoint     AB|MEGACAMPSF|i           5700.574250139703    All      1.242725031673073          0.0557068413664652         -0.5609165928642653       -0.4116820076641733       
Check         All|All|All               All                  All      0.9915103585600924         1.000303685787074          0.0008395319600476014     0.0029017404252469348     
Lambda        AB|MEGACAMPSF|z           6567.356836296211    All      -0.00017488131468383568    -1.0912203311360858e-05    -0.0002238395623585318    4.342120238741237e-05     
Lambda        AB|MEGACAMPSF|r           4661.975886273968    All      -0.00010943030028347003    -0.0001249836280648646     -0.0009141890266133392    -4.586228808710817e-05    
Lambda        AB|MEGACAMPSF|g           3653.880180243921    All      -0.001077346690659352      0.0004249511251961659      -0.000578239848916582     0.00046354363405666       
Lambda        AB|MEGACAMPSF|i           5700.574250139703    All      -0.0003681289200086382     -9.299260095308887e-05     -0.0006079486113502153    6.249099651484358e-05     
MWEBV         All|All|All               All                  All      -0.4323469809158613        -2.763374998754742         -0.008827169232640946     -0.7596864299751637       
Redshift      All|All|All               All                  All      3.667582821711224          1.3075271898047802         5.824456011586931         -0.508829041797731        
