Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54403.60054586173 0.16893725366705706
Redshift 0.1654854 0 F
Color -0.017302736515691523 0.021042514499331994
X0 0.0001416274626218147 3.7160305987340564e-06
X1 0.034239621235121934 0.21962841968836946
RestFrameMag_0_UX 19.859553258624185 0.0
RestFrameMag_0_B 20.265601806903998 0.02848761733314528
RestFrameMag_0_V 20.259483788133043 0.0
RestFrameMag_0_R 20.279769334815533 0.0
CovDayMaxDayMax 0.02853979567656758 -1
CovDayMaxRestFrameMag_0_B 0.0016215809853018623 -1
CovDayMaxX1 0.005151728541296784 -1
CovDayMaxColor 0.0007807256031738668 -1
CovRestFrameMag_0_BDayMax 0.001621580985301866 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0008115443413197193 -1
CovRestFrameMag_0_BX1 0.00444123746082187 -1
CovRestFrameMag_0_BColor 0.00045936756109187605 -1
CovX1DayMax 0.005151728541296791 -1
CovX1RestFrameMag_0_B 0.004441237460821871 -1
CovX1X1 0.048236642734810556 -1
CovX1Color 0.002222128103875036 -1
CovColorDayMax 0.0007807256031738658 -1
CovColorRestFrameMag_0_B 0.000459367561091876 -1
CovColorX1 0.0022221281038750356 -1
CovColorColor 0.0004427874164545972 -1

dmu_estimate 0.04916602008395415
FirstPhase  -13.873621121064515
LastPhase  17.743960703646867
LatestNegPhase  -1.0062209803127027
EarliestPosPhase  4.065202479815996
NightsNegPhase  6
NightsPosPhase  8

salt3source   1
salt2_version   salt3-f22
