#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5099.550883852078     All      0.9985063216937049         0.5420042281752302        -0.7473249301661732       -0.18204742962581122      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4076.2081779662744    All      -1.0595219206352227        0.5486330411414997        0.28438373948180934       0.5365197179432346        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7405.962556327388     All      1.0649175475363637         -0.09330885963088065      0.46639545708227237       -0.3564593581586232       
Check         All|All|All                                All                   All      1.0039019485948462         0.9973284096858492        0.003454266397908523      -0.0019870698411997845    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5099.550883852078     All      0.00018443382219406496     8.748152618438212e-06     -0.002161710825842582     -0.0001536938282462738    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4076.2081779662744    All      -0.0007749146310326517     0.0002778697372366576     -0.0003445927612388213    0.00032754891204546936    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7405.962556327388     All      -0.00029658699640511493    1.0901571811566314e-06    -0.0008909610340950561    5.720374329486935e-05     
MWEBV         All|All|All                                All                   All      -0.6602891536347433        -3.746181484443234        0.04893915094544282       -1.0029927254491744       
Redshift      All|All|All                                All                   All      7.9220732960582145         0.2882836112561904        7.764699070179059         -2.1400735870317567       
