#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
53390.31  17.69  0.032
53391.37  17.503  0.026
53392.35  17.259  0.029
53393.32  17.122  0.032
53401.34  16.021  0.011
53402.4  15.992  0.012
53403.33  15.996  0.011
53404.34  15.949  0.014
53405.33  15.985  0.011
53411.33  16.167  0.013
53432.26  17.87  0.035
53435.34  18.173  0.042
53438.21  18.392  0.046
53441.26  18.543  0.04
53442.2  18.556  0.039
53444.26  18.649  0.044
53460.24  19.096  0.068
53465.23  19.305  0.072
53474.23  19.232  0.076
