#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_B     4325.394032700825     All      -0.01955891189495157       0.009022958426196936       -0.022991304131286007      0.008284059171062647       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_i'    7503.790931514811     All      0.05900767153738544        -0.009652599198073375      0.0017123225921728813      -0.02228849594147594       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_V     5318.169688090714     All      0.04599946398997277        0.022309564901767942       -0.017024693161579302      -0.008476313371772374      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R           6321.614063567228     All      0.39782712117462815        -0.032317989739372166      -0.06987223939201827       -0.14323049111097944       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5286.477821633384     All      0.31110578225588226        0.16671667137355684        0.08116111510332251        -0.043410435867482174      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7481.133007108457     All      0.20296996696002317        -0.02700794394989714       0.06434384807800912        -0.07204000121277951       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6118.769805164057     All      0.6103689342881407         -0.02542834912393488       0.111335716532401          -0.2021316906342465        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I           7816.596691171165     All      0.11561320119147797        -0.018141967222184974      0.017081398326674203       -0.042806194411370874      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B           4322.951412243469     All      -0.21414888337559512       0.15069396813807145        -0.009417718123928364      0.11842105020543596        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4327.06646226787      All      -0.39566044599361055       0.2571206516225111         -0.08685804790934433       0.20875620360017638        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3536.1831450147756    All      -0.18310792602858345       0.07820604089152638        -0.03692007430126828       0.08347098265173815        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V           5328.348597296993     All      0.21412448791830258        0.09605752066184081        -0.03783773591290228       -0.040146819894634984      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_r'    6154.935980295388     All      0.1401600214308988         -0.009538087332483514      -0.017852849741354353      -0.04955828963451071       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4726.914758341443     All      -0.2900476933337894        0.33895090340285705        0.02318097026720232        0.20591999663298147        
Check         All|All|All                              All                   All      0.9946527901201819         0.9969913428523824         4.0708226100867606e-05     0.0007635601821421034      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_B     4325.394032700825     All      -1.9483971260713024e-05    9.06412635892169e-06       -2.317860537795768e-05     8.264699896695281e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_i'    7503.790931514811     All      -1.5554354463711455e-05    1.8390964992242679e-06     -7.694832219582172e-06     5.322234185294126e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_V     5318.169688090714     All      1.3536695781178011e-05     5.224160327710516e-06      -4.478238453749148e-05     -4.7060984153432665e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R           6321.614063567228     All      -8.713692540438867e-05     -7.775850191616617e-07     -8.036163797450956e-05     2.4543907486227754e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5286.477821633384     All      5.6471297486775484e-05     1.3584584669291127e-05     -0.00043124260408305054    -3.3213990090183154e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7481.133007108457     All      -5.043794226993781e-05     -1.6222283146992296e-06    -9.969981996068952e-05     1.1451738964372675e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6118.769805164057     All      -0.00010963056738712309    -1.4459800222460983e-05    -0.00027034476343282287    1.8936004747350282e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I           7816.596691171165     All      -1.099160923989469e-05     2.7363232362721796e-06     9.419393464913053e-06      4.891983511680769e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B           4322.951412243469     All      -7.338897130752478e-05     3.584407790027659e-05      -8.084067002958309e-05     3.1973249971905046e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4327.06646226787      All      -0.0002185583527127535     6.520841316786084e-05      -0.00040931613538212793    7.416627209552535e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3536.1831450147756    All      -0.0002833770189290663     8.567270978145934e-05      -0.00020767051252606707    0.0001109442568385845      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V           5328.348597296993     All      5.2828147785055294e-05     1.6114158220467132e-05     -0.00023751307895760197    -2.255807211132887e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_r'    6154.935980295388     All      -2.310925919156463e-05     4.021094665197029e-07      -1.315689834004743e-05     7.071294327523725e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4726.914758341443     All      -9.832781702497386e-05     -8.078804988383578e-05     -0.000821996165424192      -3.096863437197923e-05     
MWEBV         All|All|All                              All                   All      -0.9719930499052456        -3.973381018491118         -0.006137254620134809      -0.9779246815859385        
Redshift      All|All|All                              All                   All      4.957132160249859          0.6277541177694523         4.075562200882188          -1.2283472380975724        
