#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
56254.24607999995  19.417  0.021
56255.31166000012  19.393  0.019
56257.27361000003  19.379  0.024
56258.22988  19.392  0.028
56261.2527999999  19.359  0.076
56262.23800999997  19.444  0.023
56263.25371999992  19.465  0.024
56264.2985700001  19.487  0.022
56265.221559999976  19.482  0.02
56266.238289999776  19.543  0.02
56267.254110000096  19.63  0.023
56268.29431999987  19.649  0.02
56271.3382199998  19.907  0.026
56274.26341000013  20.122  0.028
