#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_r
@MAGSYS  Linear_AB11_off
56254.25214  19.165  0.016
56255.30288999993  19.093  0.012
56257.282029999886  19.005  0.015
56258.22147999983  18.985  0.016
56261.24369999999  18.981  0.02
56262.228689999785  18.998  0.015
56263.245720000006  19.004  0.015
56264.289780000225  19.036  0.013
56265.21346999984  19.096  0.014
56266.23019000003  19.119  0.013
56267.24618999986  19.157  0.013
56268.28545999993  19.191  0.011
56271.33033999987  19.349  0.014
56274.2555300002  19.525  0.015
