#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5375.47150008941      All      0.6238150465958523         0.45081756750926516       -0.03837735036640097      -0.05806357527256812       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_R    6424.199236265011     All      1.0999041843130275         -0.10788141078847957      -0.11090387715188997      -0.3983646339645981        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4296.7589476306275    All      -1.1252383693340424        0.7525464142494442        -0.10438396936389022      0.6069981041630729         
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7806.675834597274     All      0.40001371587784346        -0.09774118387371189      0.2557160970234306        -0.15072371155027536       
Check         All|All|All                                All                   All      0.998494577452681          0.9977413870965179        0.0020509001412494787     -0.0001538166243686967     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5375.47150008941      All      1.4265233163895174e-05     0.0001326347736639506     -0.0013563974999882054    -2.1972937133006103e-05    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_R    6424.199236265011     All      -0.00034396114038351964    6.8729217439946704e-06    -0.000616306342677664     8.677527465168546e-05      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4296.7589476306275    All      -0.000547044136019857      0.00018602394593635486    -0.0008019482689420675    0.0002029971234889735      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7806.675834597274     All      -1.044290813170649e-05     5.975716618152563e-06     4.645197981494062e-05     7.4210247506533936e-06     
MWEBV         All|All|All                                All                   All      -0.825344162278431         -4.020170121116795        0.04009999557233634       -1.0388704428159459        
Redshift      All|All|All                                All                   All      5.105444072486617          -1.694349205565615        2.949065610956504         -2.083313123567163         
