#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3249.4915729805557    All      -1.2785131762892255       -0.11169793709733256       0.1550849811586319         0.38699084091551317        
Zeropoint     AB|MEGACAMPSF|z           4577.842492691005     All      0.880389511836722         0.2789844966676114         0.8199526485708541         -0.15930667827847023       
Zeropoint     AB|MEGACAMPSF|i           3973.2930447085964    All      1.418398325896086         0.8361789420835208         -0.9070457830953949        -0.23012529514548352       
Check         All|All|All               All                   All      1.0202746614435827        1.0034655016537997         0.06799184663409119        -0.00244113250844058       
Lambda        AB|MEGACAMPSF|r           3249.4915729805557    All      -0.0011921026688977653    -3.8071493462876696e-05    0.0009136994547799768      0.0004166801305341191      
Lambda        AB|MEGACAMPSF|z           4577.842492691005     All      -4.326748516802951e-05    -1.9579699315274637e-05    -0.00018149552223832523    -3.8342042146439393e-07    
Lambda        AB|MEGACAMPSF|i           3973.2930447085964    All      0.0007083347608440227     0.0004569700908507171      -0.0007796890739747092     -0.00011667168505792859    
MWEBV         All|All|All               All                   All      -0.6093079162558055       -1.6551207213916896        0.11126734646214609        -0.3356902862119121        
Redshift      All|All|All               All                   All      2.815141883933995         0.6742003426527532         -0.7400005420326428        -0.7303979203712424        
