#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3249.4915729805557    All      -1.4476680966649083       -0.12433121674337855       0.20990957908379146        0.44042165871531247        
Zeropoint     AB|MEGACAMPSF|z           4577.842492691005     All      0.8440613095824439        0.26982451537271857        0.7445863400971177         -0.1538203471063258        
Zeropoint     AB|MEGACAMPSF|i           3973.2930447085964    All      1.6017094215599128        0.8533611479339953         -0.9566990004505662        -0.2864547350774089        
Check         All|All|All               All                   All      0.9981026344774485        0.9988544465633353         -0.00220308126965707       0.00014657653157779116     
Lambda        AB|MEGACAMPSF|r           3249.4915729805557    All      -0.0029474801292532354    -0.00024965406710394087    0.00013856417894470986     0.0008849541871872052      
Lambda        AB|MEGACAMPSF|z           4577.842492691005     All      3.5867429022506134e-05    1.2040882277876008e-05     -1.5780616724201027e-05    -8.465306591480674e-06     
Lambda        AB|MEGACAMPSF|i           3973.2930447085964    All      0.0013129684563448034     0.0007089163450402807      -0.0009783424739740797     -0.00024041857662507224    
MWEBV         All|All|All               All                   All      -0.5923285959608762       -1.6535029366046672        0.11988964134083478        -0.34030927028667646       
Redshift      All|All|All               All                   All      3.920230327537382         0.32723470175568536        -0.17150252290906476       -1.1780102512769508        
