#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            4852.140230503861     All      1.8168960908156992         0.4912610824127306         1.4104345089366899        -0.3688617200907629        
Zeropoint     AB|SDSS|SDSS_z            5768.790266197003     All      0.9729516139564169         0.19710840684998843        0.6485871266002079        -0.22377419243068408       
Zeropoint     AB|SDSS|SDSS_g            3062.05336395059      All      -1.2554976315034785        0.048515118065406426       0.9037781289370834        0.46509132027142197        
Zeropoint     AB|SDSS|SDSS_r            4001.1883661861816    All      -0.4150282626791387        0.2510987844345003         -3.0715260476364294       0.0799113936766932         
Check         All|All|All               All                   All      1.1193218105894989         0.9879833917626257         -0.10872628316244803      -0.047633198573331814      
Lambda        AB|SDSS|SDSS_i            4852.140230503861     All      -0.0002333119936295293     -0.00013041685073724845    -0.0007094295305863627    1.8577515315795332e-06     
Lambda        AB|SDSS|SDSS_z            5768.790266197003     All      -3.6708990650976854e-05    1.2092183061990097e-05     0.00022489615555313348    2.5932230300894544e-05     
Lambda        AB|SDSS|SDSS_g            3062.05336395059      All      -0.0021810614718768633     -3.489122400173059e-05     0.0006103713200164617     0.0007263163253151101      
Lambda        AB|SDSS|SDSS_r            4001.1883661861816    All      0.0006982885602498413      0.0004077943674271819      -0.0001721940155478931    -0.00010230774363280808    
MWEBV         All|All|All               All                   All      -0.6259968902184432        -2.253224677956567         0.4185147007098933        -0.5113652357462112        
Redshift      All|All|All               All                   All      3.8875409126462745         0.7399741093353285         -4.158484138557439        -1.2108401075873991        
