#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_R
@MAGSYS  Linear_AB11_off
53650.36  17.617  0.024
53651.38  17.438  0.025
53653.37  17.14  0.019
53655.39  16.958  0.01
53658.28  16.853  0.069
53664.39  16.807  0.017
53666.37  16.884  0.017
53668.29  17.002  0.021
53670.32  17.064  0.128
53672.35  17.225  0.086
53674.41  17.445  0.028
53679.38  17.693  0.024
53685.34  17.797  0.036
53693.25  18.092  0.037
53696.32  18.262  0.053
53698.22  18.387  0.036
53702.26  18.638  0.058
