Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53660.46757767576 0.07120329484006406
Redshift 0.03490957586472043 0 F
Color -0.12421867181233406 0.012792738796430095
X0 0.004509013013554415 6.539594808698577e-05
X1 0.5758254478918778 0.07394415613634663
RestFrameMag_0_UX 15.951320862277043 0.0
RestFrameMag_0_B 16.5071178875687 0.015746849314713502
RestFrameMag_0_V 16.605510708698507 0.0
RestFrameMag_0_R 16.693046945709103 0.0
CovDayMaxDayMax 0.005069909196081092 -1
CovDayMaxRestFrameMag_0_B 7.41972767197197e-05 -1
CovDayMaxX1 7.21976250725141e-05 -1
CovDayMaxColor 5.139944625379021e-06 -1
CovRestFrameMag_0_BDayMax 7.41972767197209e-05 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.00024796326334029306 -1
CovRestFrameMag_0_BX1 0.0005028883821713976 -1
CovRestFrameMag_0_BColor 0.0001692417766279033 -1
CovX1DayMax 7.219762507251533e-05 -1
CovX1RestFrameMag_0_B 0.000502888382171398 -1
CovX1X1 0.005467738226716409 -1
CovX1Color 0.00016561282994023027 -1
CovColorDayMax 5.1399446253773075e-06 -1
CovColorRestFrameMag_0_B 0.00016924177662790325 -1
CovColorX1 0.00016561282994022973 -1
CovColorColor 0.0001636541659136877 -1

dmu_estimate 0.029195001256515862
FirstPhase  -9.819773546172852
LastPhase  44.373366905868295
LatestNegPhase  -2.1137862928082085
EarliestPosPhase  2.7649008096667766
NightsNegPhase  7
NightsPosPhase  33

salt3source   1
salt2_version   salt3-f22

COMPARISON_OF_INSTRUMENTS
Instrument|All	6.325035686988702
Instrument|LOSS	6.407068835693446	0.03791015144538494
Instrument|CfA34_FLWO	6.273458299484031	0.042313828886827644
