#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4270.081694997788     All      -0.1499511324735392        0.09572449997179433        -0.0744325982752573        0.0767030509712128        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6085.123529630535     All      0.6827404596827777         -0.04419369331936096       0.07398356710867333        -0.23348482225024447      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4269.044316934068     All      -0.7560030726197059        0.5550384911225947         0.03792188317015433        0.42874164877414067       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5261.9042243940985    All      -0.001873256612826557      0.3324721842822953         -0.06620940877490415       0.1059526879130163        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5280.78470994568      All      0.024740191044017146       0.28106255019437754        0.06912245882201343        0.08657724299966653       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6242.783695298732     All      0.6054526097063744         -0.0872466836576713        -0.2606472337390568        -0.23726643791084573      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7719.123927162597     All      0.22883116424234212        -0.06303924011357154       0.014810949548697593       -0.09441084829568146      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7413.645030102186     All      0.36204290973504655        -0.07250046289684065       0.20553262591176674        -0.13237309540129485      
Check         All|All|All                                All                   All      0.9959798727044863         0.9973176455836175         8.224377208718159e-05      0.00043942679996974987    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4270.081694997788     All      -9.449671635074235e-05     4.4080812957376986e-05     -0.00012929342337549045    3.936948869891764e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6085.123529630535     All      -9.545417135547457e-05     -1.6012465654064216e-05    -0.0002253899058645257     1.5818660781097824e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4269.044316934068     All      -0.0003895362426893817     0.00022342004048029742     -0.00028916491343425153    0.0001867559250909403     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5261.9042243940985    All      -3.642902018114985e-05     8.575255053025245e-05      -0.0005036520888855481     1.7322877698398113e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5280.78470994568      All      -1.1291836897301484e-05    6.88664881004177e-05       -0.0002460759203866623     1.5128965441285486e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6242.783695298732     All      -0.00013101964775850665    -4.6406634116648716e-06    -0.00017973942271930704    3.314484802420088e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7719.123927162597     All      -5.054983580839658e-05     1.5185790880918037e-05     4.459043401229465e-06      2.1611242877942364e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7413.645030102186     All      -0.00010674958559022231    4.966468449553308e-06      -0.00018906568904082064    2.795246079517368e-05     
MWEBV         All|All|All                                All                   All      -0.8017714593579655        -3.970614333107214         0.024972488337110986       -1.0310819683540926       
Redshift      All|All|All                                All                   All      6.478276985012438          -0.20761640281605764       2.707065165225242          -2.0570115505513478       
