#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3763.162489500305    All      -2.7673070682634258       0.13900522620318156        -0.5934373484153069       0.9201991458415996        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4506.390802018085    All      3.755831448793126         0.861810472532909          0.600188683683597         -0.9158941780441576       
Check         All|All|All                            All                  All      0.9885243805296996        1.0008156987360906         0.006751335268290082      0.004304967797441939      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3763.162489500305    All      -0.002246968205701351     9.504383482753074e-05      -0.002471191461518895     0.00065259244635205       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4506.390802018085    All      -0.0008265571391981086    -0.00019219682429324822    -0.0007768984798123201    0.00017196261341060994    
MWEBV         All|All|All                            All                  All      -0.2557322286830195       -1.8344372689455213        0.05814060833789563       -0.5116416211466482       
Redshift      All|All|All                            All                  All      11.60783490776651         1.7356781930041976         4.321697093300997         -3.0228287338697313       
