#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4991.434117379231    All      3.8558306407932386        0.3035533362410803        0.07941305403657006       -1.1535497446739897       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4168.208764965921    All      -2.876427771242725        0.706116976239457         0.0389716309935062        1.168691811377294         
Check         All|All|All                            All                  All      0.9794028695505138        1.0096703124805373        0.11838468503007626       0.015142066703304202      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4991.434117379231    All      0.00010469887190754128    -4.498206685062481e-05    -0.0007714330288080949    -8.318151912210915e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4168.208764965921    All      -0.0011159405192590044    0.00015835326168976013    -0.0013297455308016873    0.0003557389717358089     
MWEBV         All|All|All                            All                  All      -0.03472481560286145      -2.166570745310281        0.012713160763794251      -0.6938450249781042       
Redshift      All|All|All                            All                  All      7.760758711920652         0.9076751956154538        4.0478811097857           -2.0516364183272175       
