#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4991.434117379231    All      3.893881630713285         0.32638674762388575        0.3212913208203437        -1.1477126945071703       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4168.208764965921    All      -2.9007647837948527       0.6757725558712124         -0.322198995827733        1.1506176147353961        
Check         All|All|All                            All                  All      0.9931168469184325        1.0021593034950982         -0.0009076750073893081    0.00290492022822586       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4991.434117379231    All      0.00014182902172769096    -4.3734930263406324e-05    -0.0007975879933859771    -9.603697299184892e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4168.208764965921    All      -0.0011755825816341552    0.00014460678967434773     -0.001337806645896701     0.0003703289448927215     
MWEBV         All|All|All                            All                  All      -0.03462441251696413      -2.1667949476077197        0.010407614886311903      -0.6940536455541795       
Redshift      All|All|All                            All                  All      7.821115219659584         0.9315736040759859         3.6663306286462625        -2.0805388662733093       
