#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_i                             7256.563469525858     All      0.10753660274236972        -0.019900428401076198      -0.07112710528969224       -0.04468450963131393       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4658.180805767937     All      -0.159828596248477         0.2642467829006456         0.1713367927894227         0.1457812767952031         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7399.6353326170865    All      0.10593756853079558        -0.016246681190246193      0.006387196125612338       -0.0395143986488055        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4264.146694045883     All      -0.18582937720941217       0.14636409013339957        -0.01022289287996303       0.10775014039682632        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6029.796922195482     All      0.3133565173298599         0.013181668334372176       -0.026281812112416425      -0.098949660343612         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4250.971309864583     All      -0.11507856115592557       0.07588170000998318        -0.01023982206066476       0.0617450832389569         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3484.7635918798765    All      -0.05429427603084609       0.031350688242692826       0.01785871169766029        0.028694334780494588       
Zeropoint     AB|SDSS|SDSS_g                             4579.419292726258     All      -0.142865265991371         0.08084309446259041        -0.3845468119951123        0.05570861472658992        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6077.777377202501     All      0.2840710934062194         0.009009447610797139       0.05502222387019362        -0.08714123815153282       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7647.76989038792      All      0.06363266877498192        -0.0075790293442956624     0.053554487247398086       -0.02080610207374073       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6173.616696791494     All      0.09647208033546067        -0.0026464608674281465     0.056809975328708795       -0.02975100149278688       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5262.601997272922     All      0.11039351036228551        0.08627544781001362        0.12242127578292461        -0.002392947156355449      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5208.99830564685      All      0.10816117610735806        0.13901598459975517        -0.09351214290752585       0.005877408766796766       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4285.251806183401     All      -0.033429686200982085      0.0186645554003384         0.0017285625853458164      0.017045946148375526       
Zeropoint     AB|SDSS|SDSS_z                             8627.449067912548     All      0.08028769963697309        -0.012216759740635297      0.008902225107099149       -0.02973448030551655       
Zeropoint     AB|SDSS|SDSS_r                             5983.932028638716     All      0.23279841752755662        -0.005306881687427989      -0.35243315433390876       -0.09328620239698049       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7372.350033944138     All      0.12813230005639617        -0.015962336361585727      0.06894907629841907        -0.043859483050520676      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4317.404155999464     All      -0.09451143104283555       0.07408071056813625        0.043923289101810425       0.05687610169964816        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5218.466324690941     All      0.03015110396800032        0.01670813148395567        0.06781503971751146        -0.0013525446393308077     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             7972.959266526084     All      0.0275147405556411         -0.0032354466246609093     0.025924740767691024       -0.008859445503299132      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6172.421014776434     All      0.1599703614027837         0.005440976729431668       0.13552873495020767        -0.04428727947399791       
Zeropoint     AB|SDSS|SDSS_u                             3482.586776274012     All      -0.04007502898973596       0.022164999262486162       -0.0017850741973912676     0.02019396517497704        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5221.5010995328175    All      0.07428228194717962        0.05736870712977904        0.18577984186334273        0.00278119332829882        
Check         All|All|All                                All                   All      1.0967858998142759         0.9575029604610208         0.07179335745667315        -0.04216522781162571       
