#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6173.616696791494     All      -2.5501680723324123e-05    1.1363780770264152e-06     -2.438315580724401e-05     7.5887838614847255e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5262.601997272922     All      1.782645904512649e-05      2.066307805187205e-05      -0.0003185044076643837     -1.328940874373779e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5208.99830564685      All      7.81781465871549e-06       1.7981650852444706e-05     -0.00047688314136063364    -1.7970408525302148e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4285.251806183401     All      -3.23375779677678e-05      1.763326030365389e-05      -2.55064646096742e-06      1.6163322379892232e-05     
Lambda        AB|SDSS|SDSS_z                             8627.449067912548     All      9.620012218522441e-06      -3.852552809358196e-06     -8.47965192941154e-06      -4.766865583781765e-06     
Lambda        AB|SDSS|SDSS_r                             5983.932028638716     All      -2.150989501251803e-05     1.5297860145270335e-06     -5.5608233602965876e-05    5.023242027178743e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7372.350033944138     All      -2.2812353459939687e-05    -8.553111086723856e-06     -0.00017687039979044167    -3.2482092501871917e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4317.404155999464     All      -8.341560813036727e-05     3.986558728261247e-05      -7.751624693117089e-05     3.669754709557307e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5218.466324690941     All      1.6815385268583794e-05     1.2021584139621284e-05     1.342568256988984e-05      -9.623721879112712e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             7972.959266526084     All      7.709965073868746e-07      -6.952463775625221e-08     6.661813676147569e-07      -2.4405677452114176e-07    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6172.421014776434     All      -5.183840156297509e-05     -3.856421073436049e-07     -6.0689978953260335e-05    1.405154147851297e-05      
Lambda        AB|SDSS|SDSS_u                             3482.586776274012     All      -4.218142570267481e-05     1.787162851316583e-05      1.4126579644683182e-05     2.0191659813407894e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5221.5010995328175    All      3.4092985318169535e-05     2.7705270352436052e-05     2.77975396366319e-05       -8.402123894185392e-07     
MWEBV         All|All|All                                All                   All      -0.9083082966559184        -3.8963685302676687        0.013490559713783575       -0.9727075006289779        
Redshift      All|All|All                                All                   All      6.398255987876523          0.5715095608173293         9.921076195759722          -1.4552309407948245        
