#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            5824.821592501152     All      1.1868692141039971         0.17933222469235233        0.26093300357974414       -0.31654370290593487       
Zeropoint     AB|SDSS|SDSS_z            6925.227324203987     All      0.2327398504710383         0.04294865516261126        0.4423216055647772        -0.042082454510114845      
Zeropoint     AB|SDSS|SDSS_r            4803.284176435579     All      0.6678716371264859         0.329791711225802          -0.9680586345269249       -0.15332376509148946       
Zeropoint     AB|SDSS|SDSS_g            3675.8860429468773    All      -1.0899960786483398        0.44708377625575224        0.2697234956762107        0.5127139979842779         
Check         All|All|All               All                   All      0.9974846230531815         0.9991563673365178         0.004919470293807127      0.0007640754767387348      
Lambda        AB|SDSS|SDSS_i            5824.821592501152     All      -0.00021535009636738508    -3.0890330957337996e-05    2.1212714019718933e-05    6.103124014030899e-05      
Lambda        AB|SDSS|SDSS_z            6925.227324203987     All      -7.729779546041603e-05     -1.437057575298282e-05     -0.0001531610378380071    1.3662592027239817e-05     
Lambda        AB|SDSS|SDSS_r            4803.284176435579     All      -0.00012155621343281713    -6.033982597351717e-05     -0.001091623697343645     -2.8773960611328798e-05    
Lambda        AB|SDSS|SDSS_g            3675.8860429468773    All      -0.0021143224528753545     0.00042731447522074197     -0.0030424476537973285    0.0006921242995198249      
MWEBV         All|All|All               All                   All      -0.5365525184317774        -2.8850437495520964        0.28808980773030735       -0.752124732072074         
Redshift      All|All|All               All                   All      5.131401392664051          -0.37644248831121274       1.837900908437906         -1.7120688783450393        
