#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_r                6035.008758569803     All      0.847393888199168          0.08064517730010934        -0.27886052854307897       -0.26219954505194154      
Zeropoint     AB|PS|PS_i                7309.7026489162145    All      0.7869591272305859         -0.10256598616731338       0.4072731129734497         -0.2715728654464289       
Zeropoint     AB|PS|PS_z                8400.631960941615     All      0.4093396120590337         -0.15947871959478555       -0.017369886779150523      -0.1860579824568609       
Zeropoint     AB|PS|PS_g                4752.229423638608     All      -1.0015115750505283        1.1929478320891196         0.06431578330011734        0.7176777424924313        
Check         All|All|All               All                   All      1.0421810524382593         1.01154830362713           0.17535848095133755        -0.0021526504627999987    
Lambda        AB|PS|PS_r                6035.008758569803     All      -3.4434425871995833e-06    0.0003900637080631355      -0.0010491113132815584     8.136120544975947e-05     
Lambda        AB|PS|PS_i                7309.7026489162145    All      -2.7093693790778605e-05    0.0001749770644065883      -0.001158369662968918      1.4128376016490264e-05    
Lambda        AB|PS|PS_z                8400.631960941615     All      0.000696661781601117       -0.00011982107741810156    0.00015650516167611247     -0.0002589712221073587    
Lambda        AB|PS|PS_g                4752.229423638608     All      -0.0008797601999792052     0.0009137777444080312      -0.00035696822188826583    0.0005682844618855193     
MWEBV         All|All|All               All                   All      -0.6104077065980968        -4.068633116869247         0.06511143464142943        -1.123552164079894        
Redshift      All|All|All               All                   All      6.932829273664933          -6.080137296258226         10.395598947199568         -3.774843489953361        
