#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          5515.6803639006375    All      0.6150578288128308         0.20802432218260947        -2.2969485506859386        -0.23508646842807654      
Zeropoint     AB|DECam|DECam_r          4540.1213464595       All      0.5581051418859145         0.3748098862690341         2.996611028733235          0.07401969228650582       
Zeropoint     AB|DECam|DECam_g          3416.002689634355     All      -0.7785187725160023        0.26991120742501096        -1.1201850302827432        0.29151942371083955       
Zeropoint     AB|DECam|DECam_z          6463.566171021303     All      0.5987862812049721         0.14456947225482963        0.40492811842683907        -0.1298832758064057       
Check         All|All|All               All                   All      0.9934304793877151         0.9973148881314842         -0.0155944338086077        0.000569371762863119      
Lambda        AB|DECam|DECam_i          5515.6803639006375    All      9.960231461211881e-05      3.749855847328169e-05      -0.0003078738182362843     -3.396823102189188e-05    
Lambda        AB|DECam|DECam_r          4540.1213464595       All      -0.000393203486826708      -0.00020585480912157762    -0.002923088540329724      -6.941838837786378e-05    
Lambda        AB|DECam|DECam_g          3416.002689634355     All      -0.0011935047945576592     0.00031879693758288724     -0.0033157578403315126     0.0003446393837182831     
Lambda        AB|DECam|DECam_z          6463.566171021303     All      -0.00014481894564402964    -4.046082481180344e-05     -0.00033896007859095326    1.886664171507023e-05     
MWEBV         All|All|All               All                   All      -0.5896691216486607        -2.4737834974160933        -0.28111029885939115       -0.6262626992544525       
Redshift      All|All|All               All                   All      4.712529649503415          0.4746516930193678         5.657368438600474          -1.1279539024090495       
