Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52994.38275074546 1.1882494351831197
Redshift 0.388 0 F
Color -0.0917595826753867 0.06683265510512594
X0 1.1505641649529778e-05 4.938667187305744e-07
X1 -0.8378836957292701 1.6452544346009843
RestFrameMag_0_UX 22.531185508376733 0.0
RestFrameMag_0_B 22.9909322937161 0.046604004642609276
RestFrameMag_0_V 23.06843645283671 0.0
RestFrameMag_0_R 23.115329304966114 0.0
CovDayMaxDayMax 1.411936720213003 -1
CovDayMaxRestFrameMag_0_B -0.01154244817122672 -1
CovDayMaxX1 1.6655604094264933 -1
CovDayMaxColor -0.025173940661645043 -1
CovRestFrameMag_0_BDayMax -0.01154244817122675 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.002171933248728347 -1
CovRestFrameMag_0_BX1 -0.009859504563531364 -1
CovRestFrameMag_0_BColor 0.002464964683691117 -1
CovX1DayMax 1.6655604094264937 -1
CovX1RestFrameMag_0_B -0.009859504563531294 -1
CovX1X1 2.706862154574204 -1
CovX1Color -0.04323040017392311 -1
CovColorDayMax -0.02517394066164509 -1
CovColorRestFrameMag_0_B 0.002464964683691116 -1
CovColorX1 -0.043230400173923184 -1
CovColorColor 0.004466603788400716 -1

dmu_estimate 0.33704967539408653
FirstPhase  -13.131448663876204
LastPhase  2.7248193476484905
LatestNegPhase  -0.169777194135871
EarliestPosPhase  1.2824562352562663
NightsNegPhase  4
NightsPosPhase  2

salt3source   1
salt2_version   salt3-f22
