#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4798.845537763358    All      -2.465374877999162        1.4050700802478389         -1.8293792992744584       1.1790944606665799         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5746.622276348711    All      3.461914805341581         -0.40255774055530935       1.8304310207658103        -1.1771021159778419        
Check         All|All|All                            All                  All      0.996539927342419         1.0025123396925295         0.001051721491351909      0.0019923446887379903      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4798.845537763358    All      6.670713077661572e-05     -0.00020588012307934023    -0.0015244760654025314    -0.00015682100156876313    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5746.622276348711    All      -0.0008552532356163017    7.348316736758347e-05      -0.001640979481153074     0.0002292906234742391      
MWEBV         All|All|All                            All                  All      -0.32766232307397214      -2.6800081033975687        -0.014530056656392176     -0.7668848202232972        
Redshift      All|All|All                            All                  All      1.9944907463267143        2.2504035506019093         10.767189852157921        0.5638494508211175         
