#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_V
@MAGSYS  Linear_AB11_off
52022.4  16.596  0.019
52023.38  16.601  0.023
52024.39  16.591  0.018
52025.39  16.627  0.019
52026.36  16.614  0.027
52028.38  16.709  0.067
52030.38  16.702  0.027
52032.38  16.797  0.037
52037.37  16.956  0.048
52039.36  16.963  0.038
52041.3  17.13  0.068
52043.35  17.183  0.032
52045.36  17.291  0.042
52047.34  17.328  0.038
52051.31  17.517  0.047
52059.31  17.943  0.078
52064.32  18.209  0.099
52069.28  18.191  0.076
52074.24  18.338  0.085
52075.3  18.361  0.053
52079.24  18.302  0.119
