#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          6302.419726757485     All      0.753823292649487          0.11474560875814888        0.5090954851658891        -0.18545003336273985       
Zeropoint     AB|DECam|DECam_i          5378.166141129416     All      0.4108806687001488         0.1465331278783566         -2.9492281036778145       -0.2177171957738283        
Zeropoint     AB|DECam|DECam_g          3330.8365951804576    All      -0.587657573795676         0.1498143969945076         -0.6458950116072115       0.2113955551140051         
Zeropoint     AB|DECam|DECam_r          4426.929280013524     All      0.4200428919781387         0.5875470887419354         3.122136207967996         0.19388822711902676        
Check         All|All|All               All                   All      0.9970892795320986         0.9986402223729485         0.036108577848859014      0.0021165530964636914      
Lambda        AB|DECam|DECam_z          6302.419726757485     All      -0.00029581380834082496    -5.1174203323596696e-05    -0.0005009047489951978    5.7334089382699074e-05     
Lambda        AB|DECam|DECam_i          5378.166141129416     All      0.00012786456178025545     3.32659610704765e-05       -0.0004523685441230029    -5.1001006923332365e-05    
Lambda        AB|DECam|DECam_g          3330.8365951804576    All      -0.0012426326618970875     0.00011594714197533486     -0.00466179220058113      0.00023449976299439978     
Lambda        AB|DECam|DECam_r          4426.929280013524     All      -0.0004950820151824362     -0.00028470432580335477    -0.0037932742930987346    -0.00010074947517115483    
MWEBV         All|All|All               All                   All      -0.6472774554679734        -2.419154866442774         -0.7899265272779177       -0.6124095587009367        
Redshift      All|All|All               All                   All      3.412310732351418          1.2646702709878            8.808345878366207         -0.30648113225649753       
