#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|ACSWF|F814W            3109.8546693434537    All      -0.5014070888900344        0.17731239013727418       -0.3443581380626624       0.20571414140479605       
Zeropoint     AB|WFC3|WFC3_f160w        5905.239295939146     All      1.0816254150295215         0.19730401831186128       -1.2222612820284924       -0.3425964795946462       
Zeropoint     AB|WFC3|WFC3_f125w        4811.073012974256     All      0.40638246995820465        0.6262462088317378        1.5575709963621638        0.14112409295607478       
Check         All|All|All               All                   All      0.9866007960976917         1.0008626172808732        -0.00904842372899095      0.0042417547662246535     
Lambda        AB|ACSWF|F814W            3109.8546693434537    All      -0.0012475391837160129     0.00044443276045193       -0.0008498285338530466    0.0005132069820944872     
Lambda        AB|WFC3|WFC3_f160w        5905.239295939146     All      -6.818482324328024e-05     -1.631489407556624e-05    0.0007475649667568464     5.02561334245609e-05      
Lambda        AB|WFC3|WFC3_f125w        4811.073012974256     All      -0.00021322321463456206    -3.316251543339957e-05    -0.0013081047378437284    2.7698700865527257e-07    
MWEBV         All|All|All               All                   All      -0.16870788798692948       -0.9039953172875315       -0.03987653239669655      -0.24128681245568387      
Redshift      All|All|All               All                   All      2.308640796073854          0.196775901326518         2.7086293702545885        -0.5670301860008005       
