#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_g                4697.285105616509     All      -1.1139100573783882        1.1434989150946429         -0.05104225137624874      0.7330345876333827        
Zeropoint     AB|PS|PS_r                5965.2332046271395    All      1.1466415629792677         0.041810708940914765       -0.2136900494260574       -0.3694157624787371       
Zeropoint     AB|PS|PS_z                8303.505548703888     All      0.295795550390156          -0.06098691563742875       0.15690804549853832       -0.10921370156165636      
Zeropoint     AB|PS|PS_i                7225.189341332357     All      0.6700489746697418         -0.12518703371497963       0.11274679356790829       -0.25400315884883323      
Check         All|All|All               All                   All      0.9985760306607774         0.9991356746831492         0.004922538264140464      0.000401964744156047      
Lambda        AB|PS|PS_g                4697.285105616509     All      -0.00010621158812886857    -0.00011743780163268832    -0.0009482744153414843    -4.597387895947985e-05    
Lambda        AB|PS|PS_r                5965.2332046271395    All      -0.00025303393813011043    -4.2701349189054655e-05    -0.0007243261138726151    3.618889620211972e-05     
Lambda        AB|PS|PS_z                8303.505548703888     All      0.00024353668757972876     -5.5794197221254534e-05    8.115128249111432e-05     -9.388050785006536e-05    
Lambda        AB|PS|PS_i                7225.189341332357     All      -0.0002667439490786408     1.4739844019029479e-05     -0.0003813826019964137    7.466917805347284e-05     
MWEBV         All|All|All               All                   All      -0.690771281602693         -3.9525355099558013        0.03449422228820609       -1.0609245993158385       
Redshift      All|All|All               All                   All      6.162238661784997          1.1568188557087744         10.1892860982578          -1.1757288633924772       
