#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            5838.58202769801     All      1.4418469933315188         0.11915877687282972        -0.1595759055687207        -0.43796420701029437       
Zeropoint     AB|SDSS|SDSS_z            6941.587334601713    All      0.1263786368780239         0.0015937468713644876      0.003902674881439694       -0.040472385520489304      
Zeropoint     AB|SDSS|SDSS_g            3684.569878302474    All      -1.0626133784067568        0.45486767856850463        0.1667868443417042         0.5017364347394381         
Zeropoint     AB|SDSS|SDSS_r            4814.631353270493    All      0.49324299648108383        0.42395949618097006        -0.003021972717220933      -0.022702772170154085      
Check         All|All|All               All                  All      0.9988552482838696         0.9995796984936689         0.008091640937202271       0.0005970700385003018      
Lambda        AB|SDSS|SDSS_i            5838.58202769801     All      -0.00024690203425580524    1.986974893861886e-05      0.0004114883288970886      0.00010525918053854244     
Lambda        AB|SDSS|SDSS_z            6941.587334601713    All      -8.711178950954029e-05     -1.6164906757865316e-05    -0.00016813150458764128    1.560679694565737e-05      
Lambda        AB|SDSS|SDSS_g            3684.569878302474    All      -0.002053909080034441      0.0005076203526197782      -0.0017588487168735793     0.0007558850678965924      
Lambda        AB|SDSS|SDSS_r            4814.631353270493    All      -0.00014528352955050453    -0.00010088350730569909    -0.0014882906421284866     -5.1953027924038186e-05    
MWEBV         All|All|All               All                  All      -0.5122326586419836        -2.9075349171346687        0.17775488231430714        -0.7722963646956433        
Redshift      All|All|All               All                  All      7.477986493251176          0.16961452459423043        8.660974348562522          -1.9940776817276482        
