#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          4646.226370443164    All      0.8460990740733925        0.45182840918194245        0.6571994856858998         -0.09909913203663898      
Zeropoint     AB|DECam|DECam_z          5444.693965127767    All      1.7113890922847879        0.16361980795149833        -0.23932177259821108       -0.5148392075502425       
Zeropoint     AB|DECam|DECam_r          3824.447780366713    All      -1.560776412621886        0.3831752746121353         -0.4181414787368998        0.6145492849013244        
Check         All|All|All               All                  All      0.9967117537362943        0.9986234917455761         -0.00026376564921104517    0.0006109453144429455     
Lambda        AB|DECam|DECam_i          4646.226370443164    All      -0.0003240637886442084    -0.00012357248023493837    -0.0008493880648141537     2.7402326882648526e-05    
Lambda        AB|DECam|DECam_z          5444.693965127767    All      9.207763205762304e-05     5.826022964716256e-06      4.627832655560265e-05      -2.602979750970333e-05    
Lambda        AB|DECam|DECam_r          3824.447780366713    All      -0.0017969850705765991    0.0003333050540598682      -0.002218113758724393      0.000594921348433624      
MWEBV         All|All|All               All                  All      -0.09852205801534075      -1.9713145943919486        0.03868200441916603        -0.6083039419450105       
Redshift      All|All|All               All                  All      1.6752964820128022        0.33553409654061284        0.8587407114007517         -0.39808303192517475      
