#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          5510.26144985891      All      0.586223207270185          0.27368999895891477        -0.33207287750195436       -0.11662123535147814       
Zeropoint     AB|DECam|DECam_g          3412.6466168164684    All      -0.2907770414359879        0.1346088936113432         -0.24703711356941493       0.12753806204831314        
Zeropoint     AB|DECam|DECam_z          6457.216000748019     All      1.1007744851883587         0.045274479121459876       0.6659179351932609         -0.3140942178975316        
Zeropoint     AB|DECam|DECam_r          4535.660876364733     All      -0.4035154669013079        0.5465844101699702         -0.08019185327790002       0.3059001932157022         
Check         All|All|All               All                   All      0.9927051841212478         1.000157781861688          0.006616090843991618       0.0027228020150055765      
Lambda        AB|DECam|DECam_i          5510.26144985891      All      3.342498621210773e-05      2.0074071878806507e-05     -0.0005675211366868618     -2.9674693830423878e-05    
Lambda        AB|DECam|DECam_g          3412.6466168164684    All      -0.0005399651677014724     0.00028021396532281487     -0.000373609051084638      0.0002504868706924078      
Lambda        AB|DECam|DECam_z          6457.216000748019     All      -0.0002922991979588517     -2.870921535296843e-05     -0.00030346529226001214    7.231766695969435e-05      
Lambda        AB|DECam|DECam_r          4535.660876364733     All      -0.00024083699960700724    -0.00015235897226751257    -0.0017610652727425519     -4.9768050497144926e-05    
MWEBV         All|All|All               All                   All      -0.4462587948168055        -2.489993173847438         0.053317518869056          -0.6633322081255933        
Redshift      All|All|All               All                   All      3.7923325424098366         0.5416185903278858         -2.0789235687353136        -1.151637290227586         
