#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          5510.26144985891      All      0.5855687170489462         0.2533332293783275         -0.43948695317581504       -0.12783231278687474       
Zeropoint     AB|DECam|DECam_g          3412.6466168164684    All      -0.3511642406562628        0.19566306498717267        -0.01285067001716391       0.17754617715019025        
Zeropoint     AB|DECam|DECam_z          6457.216000748019     All      1.1663573038659423         0.01109082595576183        0.4181685276560454         -0.35764735818283466       
Zeropoint     AB|DECam|DECam_r          4535.660876364733     All      -0.4094169382144185        0.5406922750442078         0.03849112315294853        0.31119951046598704        
Check         All|All|All               All                   All      0.9913448420442075         1.0007793953654698         0.004322027616014995       0.003266016646467862       
Lambda        AB|DECam|DECam_i          5510.26144985891      All      4.1005627645481315e-05     1.9681616706170628e-05     -0.0005062586570152553     -2.9537930602736376e-05    
Lambda        AB|DECam|DECam_g          3412.6466168164684    All      -0.0005655448479948116     0.00029047337563107255     -0.00024363509143842147    0.00026796098244261254     
Lambda        AB|DECam|DECam_z          6457.216000748019     All      -0.00027421071322319225    -3.416622548588842e-05     -0.0004997180384156754     5.5890265952559056e-05     
Lambda        AB|DECam|DECam_r          4535.660876364733     All      -0.00016159688258567773    -0.00019780187286573474    -0.0018209110531923604     -9.305205360501968e-05     
MWEBV         All|All|All               All                   All      -0.4333974665839002        -2.5045198710335725        -0.003166449976245536      -0.6747740091519278        
Redshift      All|All|All               All                   All      3.8138051314860215         0.6411465822278473         -1.3531667837230599        -1.093824885546656         
